comment_text,multi_labels
1금융권이 보통 금리가 더 낮지않나요? 한국은 2금융권 저축은행 이런곳이 더 높은디,"(5.0, 0.0, 0.0, 0.0)"
Kann man damit auch Dialekte übersetzen oder nur Standardsprachen?,"(4.0, 0.0, 1.0, 0.0)"
Nick last word Ahhhhhhhhhh,"(5.0, 0.0, 0.0, 0.0)"
"19:19 laura,why she used since here? Could you please clear my doubt.","(5.0, 0.0, 0.0, 0.0)"
another item my phone can already do,"(2.0, 0.0, 0.0, 0.0)"
Wait isn’t Niro carries crush or smth skull,"(5.0, 0.0, 0.0, 0.0)"
nice,"(1.0, 0.0, 0.0, 0.0)"
Ja das bestimmt wieder Android drauf,"(5.0, 0.0, 0.0, 0.0)"
Hot potato potato,"(5.0, 0.0, 0.0, 0.0)"
face with tears of joy face with tears of joy face with tears of joy,"(5.0, 0.0, 0.0, 0.0)"
Iam arabic following you from iraq,"(5.0, 0.0, 0.0, 0.0)"
face with tears of joy face with tears of joy face with tears of joy,"(5.0, 0.0, 0.0, 0.0)"
"Ich brauche eigentlich nur Deutsch - Rumänisch für den Schwiegervater. Gibt's den dann um € 99,- ? Der braucht auch kein Internet - eigentlich nur ein Stationäres Gerät ohne Schnickschnack. Nur zum einfachen Verwenden mit der Rumänischen Pflegerin","(4.0, 1.0, 1.0, 0.0)"
"The idea of a smart translator is great, but I found Xfaiyx struggles with fast speech. Hope they improve this feature soon.","(3.0, 0.0, 0.0, 1.0)"
Buenas,"(5.0, 0.0, 0.0, 0.0)"
"I see a lot of couple commenting that this lawsuit is going nowhere for logan and that might be true he has a lot of money to throw around , but thats just it coffie has to pay out of his own pocket to fund his lawyers thats the whole point for Logan to drain coffiezilla’s money and scare him or anyone else from calling out his scams in the future. Scumbag behaviour","(5.0, 0.0, 0.0, 0.0)"
€ ?,"(1.0, 0.0, 0.0, 0.0)"
How hasn't this piece of shit been sued himself?,"(5.0, 0.0, 0.0, 0.0)"
bro does NOT speak german folded hands skull,"(5.0, 0.0, 0.0, 0.0)"
Does the Xfaiyx Smart Recorder come with a warranty? I'm worried about durability over time.,"(4.0, 0.0, 1.0, 0.0)"
am.sure that's called a dictorphone,"(4.0, 0.0, 0.0, 0.0)"
Hahahahahahahahaahhaaha,"(5.0, 0.0, 0.0, 0.0)"
ground,"(5.0, 0.0, 0.0, 0.0)"
¿Este traductor funciona sin conexión a internet? Sería muy útil para viajes.,"(4.0, 1.0, 1.0, 0.0)"
Bro died as afk,"(5.0, 0.0, 0.0, 0.0)"
Bro why the cat like dying face with tears of joy,"(5.0, 0.0, 0.0, 0.0)"
how much is the price,"(1.0, 0.0, 1.0, 0.0)"
face with tears of joy,"(5.0, 0.0, 0.0, 0.0)"
"I bought the Xfaiyx Smart Recorder last week, and it's been amazing for capturing audio during my lectures. Highly recommend it!","(1.0, 1.0, 0.0, 0.0)"
HELP-,"(5.0, 0.0, 0.0, 0.0)"
Lol now can simply use chatgpt app on phone face with tears of joy face with tears of joy face with tears of joy,"(2.0, 0.0, 0.0, 0.0)"
Why would I buy this when my phone already does the same thing? man shrugging,"(2.0, 0.0, 1.0, 0.0)"
face with tears of joy face with tears of joy face with tears of joy nicee move carry and niro,"(5.0, 0.0, 0.0, 0.0)"
please give me folded hands,"(1.0, 0.0, 0.0, 0.0)"
Apnavi's model walk though she slayed it red heart red heart,"(5.0, 0.0, 0.0, 0.0)"
An other device that could have been an app,"(2.0, 0.0, 0.0, 0.0)"
My samsung phone does that already,"(4.0, 0.0, 0.0, 0.0)"
Rip nick face with tears of joy skull face with tears of joy skull face with tears of joy skull face with tears of joy skull face with tears of joy,"(5.0, 0.0, 0.0, 0.0)"
ASIAN MOTHER MODE SIA face with open mouth face with open mouth face with open mouth face with open mouth,"(5.0, 0.0, 0.0, 0.0)"
really good research wow,"(5.0, 0.0, 0.0, 0.0)"
bro's deluluing,"(5.0, 0.0, 0.0, 0.0)"
Phones can do that too. Next,"(2.0, 0.0, 0.0, 0.0)"
face with tears of joy face with tears of joy face with tears of joy HAHAHAHAHAHAHAH,"(5.0, 0.0, 0.0, 0.0)"
New SUB frr,"(5.0, 0.0, 0.0, 0.0)"
와우 sparkles 메리크리스마스요~ clinking beer mugs snowman snowman snowman thumbs up light skin tone waving hand,"(5.0, 0.0, 0.0, 0.0)"
일빠,"(5.0, 0.0, 0.0, 0.0)"
I already know this language that the other guy was speaking,"(5.0, 0.0, 0.0, 0.0)"
굿~,"(5.0, 0.0, 0.0, 0.0)"
smiling face with smiling eyes smiling face with smiling eyes smiling face with smiling eyes smiling face with smiling eyes,"(5.0, 0.0, 0.0, 0.0)"
"Die Sprachenvielfalt ist beeindruckend, aber ich finde die Übersetzungsqualität bei komplexen Sätzen nicht ausreichend.","(3.0, 0.0, 0.0, 0.0)"
This is really cool I need one,"(1.0, 0.0, 0.0, 0.0)"
my phone does the same thg,"(2.0, 0.0, 0.0, 0.0)"
face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy,"(5.0, 0.0, 0.0, 0.0)"
I was going like oooooooooooooooooooooooooooooooooooooooooooooooo grinning face with sweat grinning face with sweat grinning face with sweat party popper red heart,"(5.0, 0.0, 0.0, 0.0)"
¿Es compatible con auriculares Bluetooth? Sería más cómodo usarlo así.,"(4.0, 0.0, 1.0, 0.0)"
It is a useful tool with more comprehensive functions. thinking face,"(1.0, 0.0, 0.0, 0.0)"
"Sehr enttäuschend, dass der Xfaiyx Übersetzer keine Unterstützung für bestimmte Dialekte wie Pashto bietet. Das schränkt seine Nützlichkeit ein.","(2.0, 0.0, 0.0, 0.0)"
Does anyone know if the Xfaiyx Smart Translator supports more than 50 languages? I couldn’t find this info anywhere.,"(4.0, 0.0, 1.0, 0.0)"
and so can my phone or literally any phone,"(2.0, 0.0, 0.0, 0.0)"
How's the battery life on this device?,"(4.0, 0.0, 1.0, 0.0)"
grinning face with sweat grinning face with sweat grinning face with sweat grinning face with sweat grinning face with sweat face with tears of joy grinning face with sweat grinning face with sweat grinning face with sweat grinning face with sweat face with tears of joy grinning face with sweat face with tears of joy grinning face with sweat grinning face with sweat face with tears of joy grinning face with sweat face with tears of joy,"(5.0, 0.0, 0.0, 0.0)"
smiling face with hearts smiling face with hearts smiling face with hearts,"(5.0, 0.0, 0.0, 0.0)"
When you get merry dear friends party popper face with tears of joy,"(5.0, 0.0, 0.0, 0.0)"
hello,"(5.0, 0.0, 0.0, 0.0)"
its tpycial SLAPP lawsuit that will be dissmissed hopefully,"(5.0, 0.0, 0.0, 0.0)"
"Warum sollte ich den Xfaiyx kaufen, wenn mein Google Übersetzer auch offline funktioniert und persisch unterstützt?","(2.0, 0.0, 1.0, 0.0)"
Endlich mal gepflegte Hände. Ich wollte mir mal einen Translator bei Ali- Express bestellen. Da waren die aber längst nicht so teuer. Die laufen auch mit Android.,"(2.0, 0.0, 0.0, 0.0)"
이 모씨가 대통령이 되면 다가올 우리 미래.,"(5.0, 0.0, 0.0, 0.0)"
I was thinking of the poor tv loudly crying face,"(5.0, 0.0, 0.0, 0.0)"
clear audio sounded not that clear....,"(2.0, 0.0, 0.0, 0.0)"
Bhai Aaj to gya grinning face with sweat grinning face with sweat grinning face with sweat grinning face with sweat grinning face with sweat,"(5.0, 0.0, 0.0, 0.0)"
Nobita voice line caught me off guard,"(5.0, 0.0, 0.0, 0.0)"
rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,"(5.0, 0.0, 0.0, 0.0)"
Logan paul throwing it all away. I'm here for it. popcorn popcorn,"(5.0, 0.0, 0.0, 0.0)"
Don’t miss the Xfaiyx Black Friday discounts! smiling face with hearts smiling face with hearts smiling face with hearts,"(1.0, 0.0, 0.0, 0.0)"
Don't want to click any links.. How much is it?,"(1.0, 0.0, 1.0, 0.0)"
It's always funny watching 2 hacks go at each other.,"(5.0, 0.0, 0.0, 0.0)"
"I used Xfaiyx during a language exchange meetup, and it was so helpful for understanding different accents!","(1.0, 1.0, 0.0, 0.0)"
"I bought Xfaiyx for my daughter who’s learning English, and she loves it! It’s easy to use and very helpful.","(1.0, 1.0, 0.0, 0.0)"
smiling face with hearts smiling face with hearts smiling face with hearts,"(5.0, 0.0, 0.0, 0.0)"
"74,677,836,685$ tho","(5.0, 0.0, 0.0, 0.0)"
"Honestly, I found the translation accuracy of the Xfaiyx Smart Translator to be inconsistent, especially with complex sentences. Anyone else experiencing this?","(2.0, 0.0, 1.0, 0.0)"
"A couple of things that have been brought up elsewhere....He didn't include the first series of videos in this suit due to a statute of limitations time bar. Also it was filed in a Texas court, from memory, which doesn't have Anti-SLAP lawsuits and he is just trying to shut Coffeezilla up. Nevertheless a very insightful and balanced look at the issue at hand, and description of Pauls' character. By the way, I think your dog is broken.","(5.0, 0.0, 0.0, 0.0)"
i love this,"(1.0, 0.0, 0.0, 0.0)"
Walkman Doesn’t my phone do that ??,"(2.0, 0.0, 1.0, 0.0)"
face with tears of joy face with tears of joy,"(5.0, 0.0, 0.0, 0.0)"
face with tears of joy face with tears of joy I want to have like this,"(1.0, 0.0, 0.0, 0.0)"
once off payment? or subscription after purchasing?,"(4.0, 0.0, 1.0, 0.0)"
jumpscare in end got me,"(5.0, 0.0, 0.0, 0.0)"
Warum sollte man sowas brauchen? Ein Handy mit einem Übersetzer reicht doch aus!,"(2.0, 0.0, 1.0, 0.0)"
This would have been so helpful during my last vacation in Europe!,"(1.0, 1.0, 0.0, 0.0)"
"No me convenció, la traducción no siempre es precisa y a veces se traba.","(2.0, 0.0, 0.0, 0.0)"
"Used this at a conference last week, and it was a lifesaver! Everyone kept asking where I got it.","(1.0, 1.0, 0.0, 0.0)"
"""hi apnavi,niro is there backhand index pointing right """" hi Nick CARRIE is there backhand index pointing right "" *turns around* thong sandal","(5.0, 0.0, 0.0, 0.0)"
rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,"(5.0, 0.0, 0.0, 0.0)"
Thanks for share bro. Great Review,"(5.0, 0.0, 0.0, 0.0)"
mit meinem Smartphone kann ich Schach spielen bræche selten bis nie sprachübersetzer,"(5.0, 0.0, 0.0, 0.0)"
Multiple years of experience with C1 Deutsch here : the job market is actually bad. They don't need anymore IT workers or Software Devs. Even the AI Engineering market is highly saturated.,"(5.0, 0.0, 0.0, 0.0)"
Self snitch tool. Oh goody skull,"(5.0, 0.0, 0.0, 0.0)"
why do I feel like this is just another Android APK again?,"(2.0, 0.0, 0.0, 0.0)"
cómo que para que lo usaría ? obviamente para jugar basket smiling face with sunglasses,"(4.0, 1.0, 0.0, 0.0)"
grinning face with sweat smart wafi,"(5.0, 0.0, 0.0, 0.0)"
mere baya both anayin ha,"(5.0, 0.0, 0.0, 0.0)"
face with tears of joy face with tears of joy face with tears of joy,"(5.0, 0.0, 0.0, 0.0)"
That ending rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,"(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Why so so so beautiful face with open mouth face with open mouth face with open mouth don't face with open mouth wordssss no wordssss why????? Cuteness overload"",""dst"":""为什么这么漂亮的脸张着嘴的脸不要张着嘴的脸说话不说话为什么？可爱超载""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Google Translator........"",""dst"":""谷歌翻译..""}}","(2.0, 0.0, 0.0, 0.0)"
"{""from"":""es"",""to"":""en"",""trans_result"":{""src"":""Me gusta que sea compacto, pero sería mejor si incluyera un estuche protector."",""dst"":""I like it to be compact, but it would be better if it included a protective case.""}}","(3.0, 0.0, 0.0, 1.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""The cat"",""dst"":""那只猫""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""es"",""to"":""en"",""trans_result"":{""src"":""Lo usé en una reunión de negocios y fue muy útil, aunque sería mejor si tuviera más precisión en términos específicos."",""dst"":""I used it in a business meeting and it was very useful, although it would be better if it were more precise in specific terms.""}}","(3.0, 1.0, 0.0, 1.0)"
"{""from"":""es"",""to"":""en"",""trans_result"":{""src"":""lol"",""dst"":""Lol""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""face with tears of joy face with tears of joy face with tears of joy"",""dst"":""喜极而泣的脸喜极而泣的脸""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Does it work offline or do I need WiFi all the time?"",""dst"":""它是离线工作还是我一直需要WiFi？""}}","(4.0, 0.0, 1.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""This translator could be a lifesaver for foreigners applying for jobs in Germany. Does it include a dictionary feature for learning new words?"",""dst"":""这款翻译器可以成为外国人在德国求职的救星。它是否包括学习新单词的词典功能？""}}","(1.0, 1.0, 1.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""@Namefull @Nameless me yoven and you thinking me yoven lying face with tears of joy"",""dst"":""@namefull@无名的我YOVEN和你认为我YOVEN躺在脸上喜极而泣""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""I hope you didn't use the same funnel to fill the water tank after filling up with gas."",""dst"":""我希望你在加满汽油后，不要用同一个漏斗来加满水箱。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""She still didn't charge the translator Looool face with tears of joy"",""dst"":""她仍然没有让翻译脸上挂着喜悦的泪水。""}}","(4.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""What languages?"",""dst"":""什么语言？""}}","(4.0, 0.0, 1.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Love apnavi entry and when she says Carrie is there"",""dst"":""我喜欢阿普纳维的条目，当她说凯莉在那里的时候""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Beo carrie thats biy talk yall girls get so mad of being listned in your conversations but if we boys have conversations y'all are mad"",""dst"":""BeO Carrie，这是你的谈话，所有的女孩都会因为在你的谈话中被列入名单而生气，但如果我们男孩有谈话，你们都会生气。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Love all of your content! Would like to see more of this cold exposure videos. Is it not about time Kombi life enters Sweden and especially the north of Sweden in Dec-February?"",""dst"":""爱你所有的内容！希望看到更多这种寒冷暴露的视频。难道现在不是Kombi Life进入瑞典，尤其是12月至2月进入瑞典北部的时候吗？""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""The voice recognition sometimes fails in noisy environments. confused face"",""dst"":""在嘈杂的环境中，语音识别有时会失败。困惑的脸""}}","(2.0, 0.0, 0.0, 0.0)"
